NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;OESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Pitatus 4;Domo;Sin determinar;Domo de Pitatus nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Italia;italiano;16;Siglo XVI;?;?;?;?;??;-1.436.734.292;14 º 22 '  Oeste;-2.901.247.241;29 º 1 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;132;9c1 / 10e8;018S 024S 179S 183S 191S;MM147;IV-113-H1 IV-120-H1 IV-119-H3;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pitatus;Escudo volcánico;Volcanismo extrusivo;Hemisférico, riachuelo a lo largo de la base septentrional;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Pitatus 5;Domo;Sin determinar;Domo de Pitatus nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Italia;italiano;16;Siglo XVI;?;?;?;?;??;-1.402.037.261;14 º 1 '  Oeste;-2.894.697.589;28 º 57 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;132;9c1 / 10e8;018S 024S 179S 183S 191S;MM147;IV-113-H1 IV-120-H1 IV-119-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pitatus;Escudo volcánico;Volcanismo extrusivo;Un riachuelo serpentea alrededor del domo, cerca de la base del muro interior occidental;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Pitiscus 6;Domo;Sin determinar;Domo de Pitiscus nº 6;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Teólogo y matemático;Alemania;alemán;16;Siglo XVI;Grünberg;1561;Heidelberg;1613;Autor de un importante tratado de geometría. Mejora de la tabla de los senos de Rhaeticus;2.840.292.135;28 º 24 '  Este;-4.885.091.972;48 º 51 '  Sur;Sur- Este;Limbo Sur-Sureste de la Luna;75;Hagecius;34;14b4 / 16h4;334S 343S 131S 135S 143S 148S;;IV-095-H1 IV-088-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Pitiscus;Escudo volcánico;Volcanismo extrusivo;Pequeño;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Plana E 1;Domo;Sin determinar;Domo de Plana E nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y matemático;Italia;italiano;19;Siglo IX;?;1781;?;1864;??;2.129.097.164;21 º 17 '  Este;4.076.817.277;40 º 46 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;348;2b3 / 4h5;334N 343N 131N 135N 143N 148N;;IV-086-H2 IV-091-H2;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Plana E;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, domo marino en Lacus Somniorum;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Plana E 2;Domo;Sin determinar;Domo de Plana E nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y matemático;Italia;italiano;19;Siglo IX;?;1781;?;1864;??;2.125.634.017;21 º 15 '  Este;4.114.751.921;41 º 9 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;348;2b3 / 4h5;334N 343N 131N 135N 143N 148N;;IV-086-H2 IV-091-H2;7;9;4.3;5.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Plana E;Escudo volcánico;Volcanismo extrusivo;Parte del campo del domo está cerca de un complejo riachuelo;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Plana E 3;Domo;Sin determinar;Domo de Plana E nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y matemático;Italia;italiano;19;Siglo IX;?;1781;?;1864;??;2.146.631.775;21 º 28 '  Este;4.198.993.117;41 º 59 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;348;2b3 / 4h5;334N 343N 131N 135N 143N 148N;;IV-086-H2 IV-091-H2;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Plana E;Escudo volcánico;Volcanismo extrusivo;Parte del campo del domo está cerca de un complejo riachuelo;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Plato 1;Domo;Sin determinar;Domo de Plato nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;griego;-5;Siglo V AC;Atenas;428 AC;Atenas;347 AC;Tutor de Denis el Joven. Fundador de la Academia. Escribió 28 'Diálogos' y varias 'Cartas'. Filósofo haciendo la síntesis entre el racionalismo y el espiritualismo. Creyó en las estrellas esféricas.;-712.539.735;7 º 8 '  Oeste;5.162.828.485;51 º 38 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;378;2g5 / 2h5 / 6b5;009N 018N 024N 040N 048N 067N 174N 179N 183N 191N;ST07/99  MM34;IV-122-H3 IV-128-H1 IV-126-M IV-134-H3 IV-127-H3 IV-116-H1 IV-190-M;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Plato;Escudo volcánico;Volcanismo extrusivo;Hemisférico;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Plato 2;Domo;Sin determinar;Domo de Plato nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;griego;-5;Siglo V AC;Atenas;428 AC;Atenas;347 AC;Tutor de Denis el Joven. Fundador de la Academia. Escribió 28 'Diálogos' y varias 'Cartas'. Filósofo haciendo la síntesis entre el racionalismo y el espiritualismo. Creyó en las estrellas esféricas.;-1.442.943.467;14 º 26 '  Oeste;5.153.607.923;51 º 32 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;378;2g5 / 2h5 / 6b5;009N 018N 024N 040N 048N 067N 174N 179N 183N 191N;ST07/99  MM34;IV-122-H3 IV-128-H1 IV-126-M IV-134-H3 IV-127-H3 IV-116-H1 IV-190-M;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Plato;Escudo volcánico;Volcanismo extrusivo;Domo marino, en la costa nororiental de Mare Imbrium;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Plato 3;Domo;Sin determinar;Domo de Plato nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;griego;-5;Siglo V AC;Atenas;428 AC;Atenas;347 AC;Tutor de Denis el Joven. Fundador de la Academia. Escribió 28 'Diálogos' y varias 'Cartas'. Filósofo haciendo la síntesis entre el racionalismo y el espiritualismo. Creyó en las estrellas esféricas.;-1.049.634.433;10 º 30 '  Oeste;512.605.754;51 º 16 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;378;2g5 / 2h5 / 6b5;009N 018N 024N 040N 048N 067N 174N 179N 183N 191N;ST07/99  MM34;IV-122-H3 IV-128-H1 IV-126-M IV-134-H3 IV-127-H3 IV-116-H1 IV-190-M;30;40;18.2;24.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Plato;Escudo volcánico;Volcanismo extrusivo;En la superficie este del cráter Plato, hemisférico;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Plato H 1;Domo;Sin determinar;Domo de Plato H nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Filósofo;Grecia;griego;-5;Siglo V AC;Atenas;428 AC;Atenas;347 AC;Tutor de Denis el Joven. Fundador de la Academia. Escribió 28 'Diálogos' y varias 'Cartas'. Filósofo haciendo la síntesis entre el racionalismo y el espiritualismo. Creyó en las estrellas esféricas.;-2.054.923.851;2 º 3 '  Oeste;56.098.738;56 º 6 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;378;2g5 / 2h5 / 6b5;009N 018N 024N 040N 048N 067N 174N 179N 183N 191N;ST07/99  MM34;IV-122-H3 IV-128-H1 IV-126-M IV-134-H3 IV-127-H3 IV-116-H1 IV-190-M;2;2;1.2;1.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Plato H;Escudo volcánico;Volcanismo extrusivo;En Mare Frigoris;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;150;Refractor de 50 mm;Reflector de 300 mm
Plinius 1;Domo;Sin determinar;Domo de Plinius nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Naturalista y escritor;Roma;romano;1;Siglo I;Como;23;Stabies;79;"Conocido por su enciclopedia de 37 libros llamada ""Historia Natural"". Muerto en una erupción del Vesuvio.";2.582.504.411;25 º 50 '  Este;1.382.752.708;13 º 50 '  Norte;Norte - Este;Parte Sur-Este de Mare Serenitatis;24;Bessel;278;1b4 / 1c4;334C 343N/C 143C 148C 154C;;IV-085-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Plinius;Escudo volcánico;Volcanismo extrusivo;Ovalado, domo marino, cerca de una cordillera rugosa;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Polybius 1;Domo;Sin determinar;Domo de Polybius nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Historiador y estadista;Grecia;griego;-3;Siglo III AC;Megalopolis;204 AC;?;122 AC;Amigo de Escipión el Africano. Autor de una 'Historia' del mundo antiguo.;2.609.304.241;26 º 6 '  Este;-2.122.307.378;21 º 13 '  Sur;Sur- Este;Región del cráter Catharina;57;Catharina;149;13a3 / 13b3 / 15h3;334S 343C 135S 143S 148S;;IV-084-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Polybius;Escudo volcánico;Volcanismo extrusivo;Domo meridional en las tierras altas;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Pontanus H 1;Domo;Sin determinar;Domo de Pontanus H nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Político;Italia;italiano;15;Siglo XV;Cerreto;1427;Naples;1503;Fundador de la Academia de Nápoles. Autor de algunos tratados filosóficos y astronómicos.;1.607.450.991;16 º 4 '  Este;-3.153.370.156;31 º 32 '  Sur;Sur- Este;Región Este del cráter Catharina;56;Azophi;121;13d2 / 14d8;351S 357S 148S 154S 161S 167S;;IV-089-H1 IV-096-H1;6;12;3.6;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pontanus H;Escudo volcánico;Volcanismo extrusivo;Elongado de norte a sur;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius 1;Domo;Sin determinar;Domo de Posidonius nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.947.872.758;29 º 29 '  Este;3.073.046.222;30 º 44 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;Cerca del centro del cráter;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius 2;Domo;Sin determinar;Domo de Posidonius nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.958.113.095;29 º 35 '  Este;3.214.068.663;32 º 8 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;Cerca de un sistema de arroyos;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Posidonius 3;Domo;Sin determinar;Domo de Posidonius nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;3.007.371.399;30 º 4 '  Este;3.220.837.774;32 º 13 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;9.1;9.1;5.5;5.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius 4;Domo;Sin determinar;Domo de Posidonius nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.973.207.201;29 º 44 '  Este;3.234.391.141;32 º 21 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;13;5;7.9;3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;Doble domo?, cerca de la base del muro septentrional;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius 5;Domo;Sin determinar;Domo de Posidonius nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.952.239.585;29 º 31 '  Este;3.241.175.439;32 º 25 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;9;9;5.5;5.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;Al norte de un anillo central interno de montañas sobre la superficie del cráter;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius 6;Domo;Sin determinar;Domo de Posidonius nº 6;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;3.321.575.998;33 º 13 '  Este;3.288.809.631;32 º 53 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;29;31;17.6;18.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Posidonius;Escudo volcánico;Volcanismo extrusivo;Pequeño;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Posidonius P 1;Domo;Sin determinar;Domo de Posidonius P nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.657.811.061;26 º 35 '  Este;3.281.989.157;32 º 49 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;30;17;18.2;10.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Posidonius P;Escudo volcánico;Volcanismo extrusivo;Tubo de flujo de lava;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;30;Binoculares de 10x;Refractor de 50 mm
Posidonius P 1;Domo;Sin determinar;Domo de Posidonius P nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Grecia;griego;-2;Siglo II AC;Apameia;135 AC;Roma;51 AC;Fundador de la Escuela de Filosofía de Rodas. Tutor de Cicerón y Pompeyo.;2.653.619.989;26 º 32 '  Este;3.316.144.287;33 º 10 '  Norte;Norte - Este;Región Noreste de Mare Serenitatis;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;30;17;18.2;10.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Posidonius P;Volcán;Volcanismo extrusivo;Tubo de flujo de lava;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;30;Binoculares de 10x;Refractor de 50 mm
Prinz 1;Domo;Sin determinar;Domo de Prinz nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1857;?;1910;Autor de un estudio comparativo de la Tierra y la Luna.;-4.442.876.167;44 º 26 '  Oeste;2.546.756.014;25 º 28 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;5;3;3;1.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Prinz;Escudo volcánico;Volcanismo extrusivo;Base ovalada, hemisférico, cerca de la boca del anillo de un cráter inundado;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Prinz 2;Domo;Sin determinar;Domo de Prinz nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1857;?;1910;Autor de un estudio comparativo de la Tierra y la Luna.;-4.416.347.582;44 º 10 '  Oeste;2.584.894.251;25 º 51 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Prinz;Escudo volcánico;Volcanismo extrusivo;Cerca del centro del suelo del anillo de un cráter inundado;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;999;Sin determinar;Sin determinar
Prinz 3;Domo;Sin determinar;Domo de Prinz nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1857;?;1910;Autor de un estudio comparativo de la Tierra y la Luna.;-4.417.031.958;44 º 10 '  Oeste;2.642.333.877;26 º 25 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;13;13;7.9;7.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Prinz;Escudo volcánico;Volcanismo extrusivo;Hemisférico, en las eyecciones blancas de Prinz;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Prinz 4;Domo;Sin determinar;Domo de Prinz nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1857;?;1910;Autor de un estudio comparativo de la Tierra y la Luna.;-4.329.035.923;43 º 17 '  Oeste;2.680.786.103;26 º 48 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;18;18;10.9;10.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Prinz;Escudo volcánico;Volcanismo extrusivo;Grande, profundo cratercillo en la cumbre;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Prinz 5;Domo;Sin determinar;Domo de Prinz nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1857;?;1910;Autor de un estudio comparativo de la Tierra y la Luna.;-4.403.146.372;44 º 2 '  Oeste;2.687.207.446;26 º 52 '  Norte;Norte - Oeste;Región entre Oceanus Procellarum y Mare Imbrium;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;16;16;9.7;9.7;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Prinz;Escudo volcánico;Volcanismo extrusivo;Hemisférico, en las eyecciones blancas de Prinz al este de Rima Prinz I;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
