NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
PURBACH B;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-4.2;4.2 ° Ovest;-26.9;26.9 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;16;16;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH C;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-4.6;4.6 ° Ovest;-27.7;27.7 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;18;18;11;11;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH D;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-1.6;1.6 ° Ovest;-22.8;22.8 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH E;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-0.7;0.7 ° Ovest;-21.7;21.7 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;23;23;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
PURBACH F;Piccolo cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;0;0 ° Ovest;-24.6;24.6 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;9;9;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH G;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-2.8;2.8 ° Ovest;-23.9;23.9 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;27;27;16;16;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
PURBACH H;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-5.6;5.6 ° Ovest;-25.5;25.5 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;29;29;17;17;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
PURBACH J;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-3.9;3.9 ° Ovest;-27.5;27.5 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH K;Piccolo cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-4.6;4.6 ° Ovest;-25.2;25.2 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;8;8;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH L;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-5;5 ° Ovest;-25.1;25.1 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;17;17;10;10;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH M;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-4.4;4.4 ° Ovest;-24.8;24.8 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;17;17;10;10;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH N;Piccolo cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-5.4;5.4 ° Ovest;-26.2;26.2 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH O;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-3.8;3.8 ° Ovest;-24.7;24.7 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH P;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-3.7;3.7 ° Ovest;-26.4;26.4 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH Q;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;0;0 ° Ovest;-25.9;25.9 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
PURBACH R;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-3.2;3.2 ° Ovest;-26.5;26.5 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
PURBACH S;Piccolo cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-2.3;2.3 ° Ovest;-27.3;27.3 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;9;9;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH T;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-0.9;0.9 ° Ovest;-24.6;24.6 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH U;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-2;2 ° Ovest;-27;27 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH V;Piccolo cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-0.3;0.3 ° Ovest;-26.7;26.7 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;6;6;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PURBACH W;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-2.3;2.3 ° Ovest;-25.5;25.5 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;20;20;12;12;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
PURBACH X;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-1.1;1.1 ° Ovest;-25.4;25.4 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;7;al Primo Quarto;6 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
PURBACH Y;Cratere;;Georg von Peuerbach;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Austria;austriaco;15;15° secolo;?;1423;?;1461;??;-6.8;6.8 ° Ovest;-25.8;25.8 ° Sud;Sud-Ovest;Regione del cratere Arzachel;55;Arzachel ?;??;Formazione non indicata;Formazione non indicata;;;16;16;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS B;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-72.37;72.37 ° Ovest;65.99;65.99 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;17;17;10;10;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS D;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-71.42;71.42 ° Ovest;64.41;64.41 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;30;30;18;18;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
PYTHAGORAS G;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-74.53;74.53 ° Ovest;67.76;67.76 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;16;16;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS H;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-72.72;72.72 ° Ovest;67.1;67.10 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;18;18;11;11;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS K;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-74.67;74.67 ° Ovest;67.33;67.33 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS L;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-76.98;76.98 ° Ovest;67.31;67.31 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
PYTHAGORAS M;Piccolo cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-79.48;79.48 ° Ovest;67.4;67.40 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Zona delle librazioni della faccia visibile
PYTHAGORAS N;Cratere;;Pitagora;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Filosofo e matematico;Grecia;greco;-6;6° secolo a.C.;Samo;570 a.C.;Metaponto;480 a.C.;Sosteneva la sfericità della Terra.  Autore di molti enunciati matematici, tra cui il famoso teorema.;-77.55;77.55 ° Ovest;66.6;66.60 ° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras ?;??;Formazione non indicata;Formazione non indicata;;;14;14;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
