NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
RABBI LEVI;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Levi ben Gerson (or Gersonides);Riccioli (1651);Gevartii;Montes Uxii;Rabbi levi;Philosopher and scientist;Jerusalem;jewish;14;14 th century;Bagnols sur Cçze;1288;Perpignan;1344;Author of a treaty of arithmetic and a treaty of trigonometry. Inventor of the Jacob's stick.;23;23.0° East;-34,7;34.7° South;South-East;Rupes Altai South region;67;Rabbi Levi;80;14b7 / 16h7;343S 135S 143S 148S 154S;;IV-083-H3 IV-088-H3;83;83;49;49;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation.;Few steep slopes riddled with craters whose Rabbi Levi B & P to the East and Rabbi Levi U to the South-West.;Pretty high walls higher to the East.;Flat floor filled with lava supporting  Rabbi Levi A & L to the North-West and Rabbi Levi D & M to the South-West. Depression hills and craterlets.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
RAMAN;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Sir Chrandrasekhara Venkata Raman (ex Herodotus D);(??);Not named;Not named;Not named;Physicist;India;indian;20;20 th century;Tiruchirapalli;1888;Bangalore;1970;Director of the Department of Physics of the Indian Institute of Science of Bangalore in 1917. Discovered the luminous effect that wears its name in 1928.;-55,1;55.1° West;27;27.0° North;North-West;Aristarchus crater region;18;Aristarchus;341;1b4 / 1c4;;;;12;12;7;2;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Very lengthened formation. Seems constituted by several aligned craterlets.;Few steep slopes.;Few high walls.;Rounded floor.;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;100;100 mm reflector;200 mm reflector
RAMSDEN;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Jesse Ramsden;Mädler (1837);Bervoeti;Insulae Didymae;Capuanus;;England;english;18;18 th century;Salterhebble;1735;Brighton;1800;Astronomical equipment inventor whose a type of ocular. Inventor of the theodolite and the dynamometer.;-31,8;31.8° West;-32,9;32.9° South;South-West;Tycho crater North-West region;63;Capuanus;136;3b6 / 4b2;036S 040S 048S 201S 205S;;;26;26;15;15;2000;6100;0,08;A__________________________A;Isolated circular formation situated in the West part of Palus Epidemiarum. Created after the birth of Rimae Ramsden.;Steep slopes supporting a craterlet to the South-East and overlapping Rimae Ramsden to the North-East and to the North-West.;Pretty high walls.;Flat floor filled with lava.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
RANKINE;Craterlet;Birth period not found;William Jones Macquorn Rankine;(??);Not named;Not named;Not named;Physicist and engineer;Scotland;scottish;19;19 th century;Edimbourg;1820;Glasgow;1872;Inventor of notions of energy and potential or cinetic energy.  Constructor of railroads. Numerous works in various areas.;71,5;71.5° East;-3,9;3.9° South;South-East;Moon East limb;49;Langrenus;188;;291S 099N/C 105C;;;9;9;5;5;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation with bowl shape situated in the arena of Rankine B.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
RAYLEIGH;Walled plain;Birth period not found;John William Strutt (dit Lord Rayleigh);Arthur / Whitaker (1963);Not named;Not named;Not named;Physicist;England;english;19;19 th century;Langford Grove;1842;Terling Place;1919;Numerous works in optical and physic of gases. Discoverer of the argon in 1894. President of the Royal Company in 1905. Nobel Price in 1904.;89,2;89.2° East;29;29.0° North;North-East;Moon East-North-East limb;27;Plutarch;0;;Q1E/NE;;IV-024-H1;111;111;65;65;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation situated in the zone of librations.;Pretty steep slopes supporting Urey to the South-West Liapunov to the South and Joliot to the South-East.;Pretty high walls supporting many craterlets to the South.;Flat floor to the North and tormented to the South supporting Rayleigh B & D to the center.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;5;Naked eye;10x binoculars
REAUMUR;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;René Antoine Ferchaud de Réaumur;Mädler (1837);Not named;Not named;Not named;Physicist and naturalist;France;french;18;18 th century;La Rochelle;1683;St Julien du Terroux;1757;Member of the Academy of Sciences in 1708. Inventor of the alcohol thermometer in 1730. Works on ferrous alloys. Numerous studies on animals.;0,7;0.7° East;-2,4;2.4° South;South-East;Ptolemaeus crater region;44;Ptolemaeus;238;13b2 / 16h8;003S 009C 174C 179C;;IV-102-H1 IV-101-H3 IV-108-H3;54;54;32;32;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation.;Non-existent slopes to the North and steep slopes to the South supporting Reaumur C and K to the South and Rima Reaumur to the East.;Few high walls gobbled to the North.;Flat and extensive floor crossed by Rima Oppolzer to the North. Hills and craterlets.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
REGIOMONTANUS;Walled plain;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Johannes Müller (or Regiomontanus);Riccioli (1651);Christinae Reg. Suec.;Mons Libanus;Regiomontanus;Astronomer;Germany;german;15;15 th century;Königsberg;1436;Rome;1476;Pupil of Purbach. Observer of the comet of 1472. Author of a treaty of trigonometry and 'The Epitome' a comment of the Almagest of Ptolemee.;-1;1.0° West;-28,4;28.4° South;South-West;Arzachel crater region;55;Arzachel;124;;003S 009S 174S 179S;MM140;IV-107-H3 IV-108-H1;129;129;76;67;0;0;0,0159;Too flat. Impossible drawing.;Lengthened and wrecked formation oriented West East.;Steep slopes riddled with craterlets to the West and to the South and crushed by Purbach to the North.;High walls to the East and collapsed to the West ridden by Werner A to the East.;Flat floor with craterlets and hills. Central mountain supporting the summit craterlet Regiomontanus A.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars
REGNAULT;Crater;Birth period not found;Victor Régnault;Schmidt  (1878);Not named;Not named;Not named;Chemist and physicist;France;french;19;19 th century;Aix la Chapelle;1810;Paris;1878;Discoverer of the chloride of vinyl in 1835. Member of the Academy of Sciences in 1840. Has perfected the steam machine. Famous photographer.;-88;88.0° West;54,1;54.1° North;North-West;Moon North-North-West limb;1;Markov;408;13d2 / 14d8;Q2N;;;49;49;29;29;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation. Situated in the zone of librations.;Pretty steep slopes supporting Regnault C to the North-West.;Pretty high walls.;Flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
REICHENBACH;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Georg von Reichenbach;Mädler (1837);Not named;Not named;Not named;Optician;Germany;german;19;19 th century;?;1772;?;1826;Astronomical and geodesic instrument manufacturer.;48;48.0° East;-30,3;30.3° South;South-East;Moon South-East limb;69;Furnerius;114;;315S 323C/S 124C/S 131S;;IV-065-H1 IV-060-H1 IV-064-H3;73;73;43;43;4000;12100;0,0563;A_____________________________________A;Isolated circular formation.;Steep slopes supporting Reichenbach G to the South-East Reichenbach T to the North-West and Reichenbach A & B to the North.;Very high walls with terraces ridden by Reichenbach F to the South.;Flat floor with craterlets.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
REIMARUS;Crater;Birth period not found;Nicolai Reymers Bär (or Ursus);Schmidt  (1878);Not named;Not named;Not named;Mathematician;Germany;german;16;16 th century;?;?;?;1600;Author of a planetary system resembling to that of Tycho Brahe.;60;60.0° East;-47,7;47.7° South;South-East;Vallis Rheita region;68;Rheita;77;16f3;309S 105C/S 112C/S 119S;;;49;49;29;29;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation.;Pretty steep slopes supporting a curious lengthened formation to the West and two anonymous craters to the South and South-East.;Pretty high walls supporting a craterlet to the North-west.;Flat floor supporting a crater westward.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor
REINER;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Vincentio Reinieri;Riccioli (1651);Not named;Not named;Reiner;Mathematician and astronomer;Italy;italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-54,9;54.9° West;7;7.0° North;North-West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;31;31;18;18;2580;7800;0,086;A________________________A;Isolated circular formation to the South of the field of domes of Marius.;Pretty steep slopes.;High walls.;Somber and flat floor. Central mountain.;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor
REINER GAMMA;Crater;Copernician (From -1.1 billions years to present days) ?;Reiner Gamma - Vincentio Reinieri;??;Bullialdi;Mons Audus;Galilaeus;Mathematician;Italy;italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-59;59.0° West;8;8.0° North;North-West;Moon West limb;28;Galilei;259;1b7 / 2a1 / 2a2 / 3g8 / 4g3;061 C 067N/C 075N/C 080N/C 233N/C 237C;ST07/02  MM171;;41;41;24;18;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Formation composed with a deposit of very clear materials in form of kite. Seems to be linked with a completely gobbled ghost crater.;;;;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor
REINHOLD;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Erasmus Reinhold;Riccioli (1651);Mexiae;Mons Neptunus;Reinhold;Astronomer;Germany;german;16;16 th century;Saalfeld;1511;Saalfeld;1553;Partisan of Copernic. Author of new calculations destined for sustaining the model of the heliocentric system.;-22,8;22.8° West;3,3;3.3° North;North-West;Copernic crater region;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;49;49;29;29;3260;9900;0,0679;A_______________________________A;Isolated circular formation.;Very steep and tormented slopes supporting the almost ghost crater Rheinhold B to the North-East.;Very high walls with terraces.;Flat floor with small off-centered mountains and craterlets.;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
REPSOLD;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Johann G. Repsold;Mädler (1837);Not named;Not named;Not named;Optician;Germany;german;19;19 th century;?;1771;?;1830;??;-78,5;78.5° West;51,4;51.4° North;North-West;Moon North-North-West limb;1;Markov;362;10c5 / 14g5;075N 080N Q2N NW, 237N, 247N;;IV-189-H3;111;111;65;65;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Wrecked formation. Situated in the zone of librations.;Few steep slopes highest to the East.;Few high walls collapsed to the South.;Flat floor supporting Rimae Repsold & Repsold G. Craterlets.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;5;Naked eye;10x binoculars
RESPIGHI;Crater;Birth period not found;Lorenzo Respighi (ex Dubiago C);(??);Not named;Not named;Not named;Astronomer;Italy;italian;19;19 th century;?;1824;?;1890;??;71,9;71.9° East;2,8;2.8° North;North-East;Moon East limb;38;Neper;229;3b4;105N;;;20;20;12;12;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated alongside the zone of librations.;Pretty steep slopes supporting Respighi B to the North-West and Respighi N large somber and lengthened crater to the South.;Few high walls.;Rounded floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
RHAETICUS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Joachim von Lauchen (or Rheticus);(??);Not named;Mons Mysius;Not named;Astronomer;Germany;german;16;16 th century;Feldkirch;1514;Kosice;1576;Disciple of Copernic that spread its theories, and managed to print his book 'De Revolutionibus orbium coelestium' in 1543. Author of a table of sinus to 15 decimals.;4,9;4.9° East;0;0.0° North;North-East;Moon disk center;33;Triesnecker;286;2f3;357C 003C 161C 167C 174C;;IV-097-H1 IV-102-H1 IV-101-H3;51;51;30;26;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Irregular formation partly dismantled.;Steep slopes supporting several craterlets whose a South-West North-East oriented chain to the North-East.;Few high walls but to the East.;Pretty flat floor. Small central mountain. Hills and craterlets.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
RHEITA;Crater;Typical Nectarian (From -3.92 billions years to -3.85 billions years);Anton Maria Schyrlaeus von Rheita;Riccioli (1651);Not named;Not named;Rheita;Astronomer;Czecoslovaquia;czech;17;17 th century;Bohême;1597;Ravenne;1660;Manufacturer of the telescope of Kepler and author of a lunar map in 1645.;47;47.0° East;-37,1;37.1° South;South-East;Vallis Rheita region;68;Rheita;76;1c4 / 3h5;315S 323S 328S 124C/S 131S 135S;MM105;IV-071-H2;71;71;42;42;4000;12100;0,0571;A_____________________________________A;Circular formation forming an interesting trio oriented South-West North-East with Fabricius and Metius.;Steep slopes fringed to the South-West by Vallis Rheita and crushing Rheita A to the East.;High walls with terraces supporting a craterlet to the North.;Flat floor. Central mountain.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
RICCIOLI;Walled plain;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Giovanni Baptista Riccioli;Riccioli (1651);Not named;Stagnum Miris;Riccioli;Astronomer and geographer;Italy;italian;17;17 th century;Ferrare;1598;Bologne;1671;First observer of a double star (Mizar). Author of the 'New Almagest' comprising a map of the Moon drawn by Grimaldi with a new lunar nomenclature.;-74,3;74.3° West;-3;3.0° South;South-West;Moon West limb;39;Grimaldi;226;1f7 / 2e1;075C 080C Q3W 247C;MM183;IV-173-H3 IV-174-H1 IV-168-H3;150;150;88;88;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation.;Pretty steep slopes supporting a large crater to the South-West Riccioli K to the West and Riccioli G to the North-East.;More high walls to the East that to the West.;Floor very tormented to the South and filled with lava to the North. Contains Rimae Riccioli. Hills craterlets and lines of crests.;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;5;Naked eye;10x binoculars
