NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
SINUS MEDII;Golfo;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Golfo Centrale;Langrenus (1645);Sinus Medii;Mare Adriaticum;Nome non assegnato;;;;0;;;;;;;0;0.0° Est;0;0.0° Nord;Nord-Est;Centro del disco lunare;33;Triesnecker;291;7c1 / 9g6 / 11c5;003C 009C 167C 174C 179C;MM59;IV-122-M IV-112-M IV-109-M;360;360;212;212;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Piccolo mare situato al centro della faccia visibile. 52 000 km2. Contornato a Sud da Rima Oppolzer e ad Est da Rimae Triesnecker.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
SINUS RORIS;Golfo;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);Golfo della Rugiada;Riccioli (1651);Sinus Principis;Sinus Hyperboreus;Sinus Roris;;;;0;;;;;;;-60;60.0° Ovest;45;45.0° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;1;Markov;403;10e3 / 13b2;055N 061N 067N 075N 080N Q2N NW 225N 233N 237N 247N;MM164;IV-134-M IV-164-M IV-151-M IV-150-M IV-190-M IV-144-M IV-175-M IV-170-H1 IV-170-M IV-145-M IV-188-M IV-158-M IV-189-M IV-183-M IV-163-M;515;515;303;242;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione molto piatta che unisce il Mare Frigoris e l'Oceanus Procellarum.;;;;1;Formazione di scarso interesse;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SINUS SUCCESSUS;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo del Successo;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;58;58.0° Est;1;1.0° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;229;7e7 / 8f1;112C119C;;;104;104;61;61;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione piatta situata sulla riva Nord-Est del Mare Fecunditatis.;;;;1;Formazione di scarso interesse;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
SIRSALIS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);Gerolamo Sirsalis (detto Sersale);Riccioli (1651);Nome non assegnato;Mons Climax;Sirsalis;Astronomo;Italia;italiano;17;17° secolo;?;1584;?;1654;Selenografo.;-60.4;60.4° Ovest;-12.5;12.5° Sud;Sud-Ovest;Bordo Occidentale della Luna;39;Grimaldi;187;12e5 / 12e6;061 C 067C 075C 080C 233C 237C/S;;IV-161-H2;43;43;25;25;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare sovrapposta al cratere Sirsalis A grande come Sirsalis a Sud-Ovest.;Versanti abbastanza scoscesi su cui si trovano l'extremità settentrionale di Rima Sirsalis ad Est, e Sirsalis F e J a Sud.;Pareti alte e terrazzate.;Fondo piatto riempito di lava. Montagna centrale.;3;Formazione molto interessante;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SMITHSON;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;James Lewis Macie (detto Smithson / ex Taruntius N);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Gran Bretagna;britannico;18;18° secolo;Francia;1765;Genova;1829;Numerosi studi di mineralogia.  Ha dato il suo nome alla smithsonite.;53.6;53.6° Est;2.4;2.4° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;229;10g4 / 12c4;124C;;;7;7;4;4;430;1300;0.0717;A_____________________________A;Formazione circolare isolata a forma di conca, circondata da una macchia bianca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SNELLIUS;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);Willebrord van Roijen Snell (detto Snellius);(??);Oxensterni;Nome non assegnato;Stevinus;Astronomo e matematico;Olanda;olandese;17;17° secolo;Leida;1591;Leida;1626;Inventore di un metodo per misurare il meridiano terrestre mediante triangolazione.  Autore della legge della rifrazione della luce.;55;55.0° Est;-29.3;29.3° Sud;Sud-Est;Bordo Meridionale del Mare Fecunditatis;59;Petavius;113;11h7;309S 119C/S 124C;;IV-060-H1 IV-059-H3 IV-053-H1;85;85;50;50;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare danneggiata situata sulla parete Sud-Ovest di Petavius.;Versanti scoscesi su cui si trovano molti crateri tra cui Snellius A a Nord, Snellius B e un secondo cratere a Sud-Ovest, e la Vallis Snellius a Sud-Est.;Pareti abbastanza alte, su cui si trovano molti crateri.;Fondo tormentato con una parte piatta a Nord. Linea di creste.;3;Formazione molto interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SOMERVILLE;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Mary F. Somerville (ex Langrenus J);Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematica e fisica;Scozia;scozzese;19;19° secolo;?;1780;?;1872;??;64.9;64.9° Est;-8.3;8.3° Sud;Sud-Est;Bordo Orientale della Luna;49;Langrenus;188;1d1 / 13d8;303C/S 105C 112C;;;15;15;9;9;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare a forma di conca situata sul versante Nord-Est di Langrenus.;Versanti abbastanza scoscesi su cui si trovano Langrenus R e H a Nord-Ovest.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SOMMERING;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Samuel T. Sömmering;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chirurgo e naturalista;Germania;tedesco;18;18° secolo;?;1755;?;1830;??;-7.5;7.5° Ovest;0.1;0.1° Nord;Nord-Ovest;Regione Meridionale del cratere Erathostenes;32;Stadius;242;14d1;009C 018C 179C 183C;;IV-109-H1;29;29;17;17;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione isolata distrutta.;Versanti poco scoscesi su cui si trova Rima Schröter a Nord-Est.;Pareti interrotte a Sud, e più alte ad Est che ad Ovest.;Fondo piatto communicante con il Mare Insularum. Linea di creste.;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SOSIGENES;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Sosigene di Alessandria;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Grecia;greco;-2;2° secolo a.C.;Alessandria?;verso il 150 a.C.;?;?;Aiutò Giulio Cesare a riformare il calendario e annunciò la variazione del diametro apparente del Sole e della Luna.;17.6;17.6° Est;8.7;8.7° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;278;;343C 154C 161C;;;19;19;11;11;1700;5200;0.0944;A_____________________A;Formazione circolare.;Versanti poco scoscesi su cui si trova il piccolo cratere Sosigenes B a Sud-Ovest.;Pareti chiare e poco elevate.;Fondo piatto molto esteso riempito di lava.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SOUTH;Circo;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni) ?;James South;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Inghilterra;inglese;19;19° secolo;?;1785;?;1867;??;-50.8;50.8° Ovest;57.7;57.7° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras;405;5c2 / 9a8 / 13h8;055N 061N 225N;;IV-164-H1;111;111;65;65;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione quadrata.;Versanti più scoscesi a Nord-Est e danneggiati a Nord-Ovest dall'intrusione di Babbage.;Pareti poco elevate, parzialmente distrutte a Sud.;Immenso fondo piatto con un cratere al centro. Collinette, piccoli crateri e fessurazioni.;2;Formazione abbastanza interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SPALLANZANI;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni) ?;Lazzaro Spallanzani;Schmidt (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Biologo;Italia;italiano;18;18° secolo;Scandiano;1729;Pavia;1799;Studi sulla digestione, sulla respirazione, sulla circolazione sanguigna e sulla riproduzione. Prima fecondazione artificiale.  Avversario della generazione spontanea.;24;24.0° Est;-46.3;46.3° Sud;Sud-Est;Regione Meridionale della Rupes Altai;67;Rabbi Levi;35;;334S 343S 135S 143S 148S 154S;;IV-088-H2 IV-095-H2;32;32;19;19;1500;4500;0.0469;A_____________________________________________A;Formazione circolare isolata.;Versanti poco scoscesi su cui si trovano un piccolo cratere ad Est, e due crateri poco evidenti a Sud-Est.;Pareti poco elevate, con una interruzione a Nord-Ovest.;Fondo molto piatto riempito di lava.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SPORER;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Friedrich W. G. Spörer;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;?;1822;?;1895;Specialista dell'attività solare.  Autore di una legge sulla distribuzione delle macchie solari.;-1.8;1.8° Ovest;-4.3;4.3° Sud;Sud-Ovest;Regione del cratere Ptolemaeus;44;Ptolemaeus;242;;003C 174C 179C;;;29;29;17;17;310;900;0.0111;Troppo piatto. Visualizzazione impossibile.;Formazione circolare danneggiata.;Versanti poco scoscesi su cui si trova un piccolo cratere a Sud-Est.;Pareti poco elevate, parzialmente distrutte a Nord.;Fondo piatto. Collinette e piccoli crateri.;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SPURR;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Josiah E. Spurr (ex Archimedes K);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;USA;americano;20;20° secolo;?;1870;?;1950;??;-1.2;1.2° Ovest;27.9;27.9° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;333;3a1 / 15a8;0091N 174N 179N;;;14;14;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare fantasma situata nella Palus Putredinis.;Versanti quasi piatti.;Parete molto piatta, completamente inglobata a Nord.;Fondo piatto riempito con la lava della Palus Putredinis.;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
STADIUS;Cratere;Imbriano Inferiore (da -3.85 miliardi di anni a -3.8 miliardi di anni);Jan Stade;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e astronomo;Belgio;belga;16;16° secolo;?;1527;?;1579;Autore di effemeridi planetarie.;-13.7;13.7° Ovest;10.5;10.5° Nord;Nord-Ovest;Regione Meridionale del cratere Erathostenes;32;Stadius;294;4 e5;018C 024C 191C;;IV-121-H2 IV-114-H2;71;71;42;42;650;2000;0.0094;Troppo piatto. Visualizzazione impossibile.;Formazione circolare fantasma.;Versanti inesistenti tranne che a Nord-Est e su cui si trova Stadius B a Nord.;Pareti inglobate nella lava del Mare Insularum, tranne che a Nord-Est, e su cui si trova Stadius A ad Ovest.;Fondo piatto contenente la lava del Mare Insularum. Numerosi piccoli crateri tra cui Stadius K a Sud e Stadius L allungato verso Sud-Ovest;4;Formazione eccezionale;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
STATIO TRANQUILLITATIS;Pianura;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Base della Tranquillità;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;23.5;23.5° Est;0.7;0.7° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;276;2f8;;;;0;0;0;0;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione piatta a Sud del Mare Tranquillitatis. Luogo di sbarco della prima missione umana Apollo 11.;Contornato da Rimae Hypatia a Sud.;;;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;999;Non visibile;Non visibile;
STEINHEIL;Cratere;Nectariano Tipico (da -3.92 miliardi di anni a -3.85 miliardi di anni);Carl Agosto von Steinheil;Mädler (1837);Zamosci;Nome non assegnato;Nome non assegnato;Fisico;Germania;tedesco;19;19° secolo;Ribeauvillé;1801;Monaco di Baviera;1870;Costruttore del primo telegrafo pubblico nel 1838. Fabbricante di strumenti ottici e dei grandi telescopi astronomici tedeschi.;46;46.0° Est;-48.6;48.6° Sud;Sud-Est;Bordo Sud-Sud-Est della Luna;76;Watt;32;14d1;315S 323S 328S 124S 131S;;IV-071-H2 IV-076-H1;70;70;41;41;3000;9100;0.0448;A_______________________________________________A;Formazione circolare che costituisce una notevole coppia con Watt.;Versanti scoscesi su cui si trovano due crateri a Nord e su cui si sovrappone Watt a Sud-Est.;Pareti molto alte e terrazzate su cui si trova un piccolo cratere a Sud.;Fondo piatto riempito di lava. Dorsali e fessurazioni.;4;Formazione eccezionale;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
STEVINUS;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi);Simon Stevin;(??);Segueri;Nome non assegnato;Snellius;Matematico, ottico e ingegnere;Belgio;belga;16;16° secolo;Bruges;1548;L'Aia;1620;Specialista di frazioni. Studi sulle leve e sui centri di gravità.  Autore di molti trattati.;54;54.0° Est;-32.5;32.5° Sud;Sud-Est;Bordo Sud-Orientale della Luna;69;Furnerius;113;3d2;309S 315S 112C 119S 124C/S;;IV-059-H3;77;77;45;45;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata.;Versanti abbastanza scoscesi su cui si trovano Stevinus C a Sud-Ovest e Stevinus B a Nord-Ovest.;Pareti alte e terrazzate.;Fondo piatto con montagna centrale.;3;Formazione molto interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
STEWART;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;John Q. Stewart (ex Dubiago Q);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;USA;americano;20;20° secolo;?;1894;?;1972;Astrofisico.;67;67.0° Est;2.2;2.2° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;228;10g3 / 12d3;105N 112C;;;14;14;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti poco scoscesi su cui si trovano Stewart R a Nord-Ovest e Stewart N a Sud.;Pareti poco elevate.;Fondo piatto poco esteso riempito di lava.;1;Formazione di scarso interesse;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
STIBORIUS;Cratere;Imbriano Superiore (da -3.8 miliardi di anni a -3.2 miliardi di anni);Andreas Stobert;Riccioli (1651);Emanuelis D. Sab.;;Stiborius;Filosofo, teologo ed astronomo;Austria;austriaco;15;15° secolo;?;1465;?;1515;??;32;32.0° Est;-34.4;34.4° Sud;Sud-Est;Regione Meridionale della Rupes Altai;67;Rabbi Levi;117;7f7 / 8g1;334S 343S 135S 143S;;IV-083-H3;46;46;27;27;3700;11200;0.0841;A________________________A;Formazione circolare isolata.;Versanti scoscesi su cui si trovano Stiborius C a Nord-Est e piccoli crateri ad Est e a Sud.;Pareti alte e terrazzate.;Fondo piatto a Sud-Ovest e tormentato altrove. Montagna centrale. Linee di creste.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
STOFLER;Circo;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Johann Stöffler;Riccioli (1651);Nome non assegnato;Mons Calchistan;Stofler;Matematico e astronomo;Germania;tedesco;15;15° secolo;?;1452;?;1534;??;6;6.0° Est;-41.1;41.1° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter;40;3b6 / 4b2;351 S 357S 003S 161 S 167S 174S;MM128;IV-100-M IV-100-H2 IV-107-H2;129;129;76;76;0;0;0.0222;A__________________________________________________________________________________________________A;Formazione circolare danneggiata.;Versanti abbastanza scoscesi su cui si trovano Fernelius a Nord, Stofler K a Nord-Ovest, e Stofler D a Sud-Ovest.;Pareti abbastanza alte, su cui si trova Stofler F a Sud-Ovest, e danneggiate dall'intrusione di Faraday Faraday P e Faraday C a Sud-Est.;Immenso fondo piatto con Faraday N allungato verso Est. Piccoli crateri. Macchie scure.;4;Formazione eccezionale;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
STOKES;Cratere;Periodo di formazione sconosciuto;Sir Georges Gabriel Stokes;Arthur / Whitaker (1963);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Irlanda;irlandese;19;19° secolo;Skreen;1819;Cambridge;1903;Ha proposto i fondamenti dell'analisi spettrale e dell'idrodinamica.  Scopritore della natura elettromagnetica dei raggi X.;-88.1;88.1° Ovest;52.5;52.5° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;1;Markov;408;;Q2N/NW;;;53;53;31;31;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni sul versante Sud-Ovest di Volta.;Versanti abbastanza scoscesi su cui si trovano Regnault a Nord e molti piccoli crateri.;Pareti abbastanza alte, su cui si trova un piccolo cratere a Nord, e collassate a Sud.;Fondo piatto ed esteso.;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
STRABO;Cratere;Periodo di formazione sconosciuto;Strabone;Mädler (1837);Xenophanis;Nome non assegnato;Thales;Geografo e storico;Grecia;greco;-1;1° secolo a.C.;Amasya;58 a.C.;?;25 d.C.;Autore della prima Geografia.;54.3;54.3° Est;61.9;61.9° Nord;Nord-Est;Bordo Nord-Nord-Est della Luna;6;Strabo;365;3c3;309N 315N 323N 328N 100N 105N 106N 112N 117N;;IV-068-H1 IV-191-H1;56;56;33;33;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti abbastanza scoscesi su cui si trova Thales ad Ovest.;Pareti leggermente terrazzate, sormontate da un piccolo cratere ad Est.;Fondo piatto riempito di lava.;2;Formazione abbastanza interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
STREET;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Thomas Streete;Schröter (1802);Wisilii;Montana Seir;Nome non assegnato;Astronomo;Inghilterra;inglese;17;17° secolo;?;1621;?;1689;Autore di una 'Astronomia Carolina'.;-10.5;10.5° Ovest;-46.5;46.5° Sud;Sud-Ovest;Regione del cratere Tycho;64;Tycho;33;2d6 / 2e6;018S 029S 179S 183S 191S;;IV-119-H2;60;60;35;35;1500;4500;0.0259;A____________________________________________________________________________________A;Formazione circolare situata sul versante Sud di Tycho.;Versanti scoscesi su cui si trovano Street A a Sud-Est e una coppia di crateri a Sud-Ovest.;Pareti poco elevate e terrazzate.;Fondo piatto con un piccolo cratere a Nord-Ovest. Fessurazioni e colline. Piccoli crateri.;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
STRUVE;Circo;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Friedrich Georg Wilhelm von Struve;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Russia;russo;19;19° secolo;Altona;1793;San Pietroburgo;1864;Direttore dell'Osservatorio di Dorpat nel 1817 e poi di quello di San Pietroburgo nel 1839. Ha osservato 120 000 stelle di cui 3 000 multiple. Ha avuto un figlio (Otto) e un nipote (Otto) anch'essi astronomi.;-76.6;76.6° Ovest;23;23.0° Nord;Nord-Ovest;Bordo Ovest-Nord-Ovest della Luna;17;Struve;346;10c1 / 14f1;075N/C 080N/C Q2NW, 247C;MM185;IV-174-H3 IV-182-H3;175;175;103;103;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione danneggiata.;Versanti poco scoscesi danneggiati dall'intrusione di Russell a Nord e di Eddington ad Est.;Pareti poco elevate.;Immenso fondo piatto riempito di lava in comunicazione con quello di Russell. Piccoli crateri tra cui Struve L a Sud e Struve C e M ad Est. Collinette.;4;Formazione eccezionale;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SUESS;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Eduard Suess;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;Austria;austriaco;19;19° secolo;Londra;1831;Vienna;1914;Professore all'Università di Vienna nel 1857. Prima geologia generale della Terra nell'opera 'Faccia della Terra' nel 1909. Scopritore dell'origine cosmica delle moldaviti.;-47.6;47.6° Ovest;4.4;4.4° Nord;Nord-Ovest;Parte centrale dell'Oceanus Procellarum;29;Marius;257;4 e5;048C 055N/C 061C 067N/C 225N/C;;IV-150-H1;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare a forma di conca. Costituisce un interessante trio con Suess D e Reiner B.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
